protein_id,TPR
p49005,0.2727272727272727
p17931,0.9652173913043478
q80zv0,0.4090909090909091
q14978,0.804005722460658
q13029,1.0
p36118,0.5962732919254659
p61073,1.0
q13451,1.0
o88597,0.25925925925925924
q12306,0.9130434782608695
p22216,0.9811320754716981
q15797,0.8235294117647058
p52945,0.7375
p24928,1.0
q00169,0.01639344262295082
p27986,0.9
p63159,0.7272727272727273
p12081,0.9166666666666666
p9wi73,0.9066666666666666
q9h211,0.0
q6nuk1,0.15384615384615385
p30260,0.9911242603550295
p49848,0.6980306345733042
o96013,0.45
q8iv16,1.0
q9ujx5,0.5147058823529411
p60604,0.0
p31431,0.6785714285714286
p29131,0.7322834645669292
p14736,0.7792792792792793
o60200,0.0
p0age0,0.8939393939393939
q9xty3,0.6923076923076923
q8ng31,1.0
p54936,0.2923076923076923
p51965,1.0
p52948,1.0
p0ae72,0.0
q03281,1.0
o95292,0.024
p01071,0.055248618784530384
p0cf51,0.2727272727272727
p37028,0.0
o70480,0.04225352112676056
q01097,1.0
p08235,0.9253246753246753
o14776,1.0
q9ubk2,0.9041095890410958
p39926,0.5405405405405406
p08476,0.8571428571428571
q04964,0.5865384615384616
q13188,1.0
q16543,0.6612903225806451
q15418,0.5660377358490566
q57904,0.0
o55000,0.792
p61244,0.6379310344827587
q92905,1.0
o13828,1.0
p33322,0.2727272727272727
q8wv28,0.5869565217391305
p51023,1.0
q2tuw1,1.0
q8ivg9,0.4166666666666667
q15596,0.912621359223301
p80644,0.2631578947368421
p47093,0.023809523809523808
o14936,0.5952380952380952
o74499,0.38636363636363635
o00268,0.7122969837587007
a6nf83,0.3917525773195876
p23443,0.9903846153846154
p10686,1.0
p33328,0.18681318681318682
p9wja9,1.0
q9y3b4,0.21739130434782608
p25916,0.2
a0zwu1,0.8829787234042553
q13042,0.9603174603174603
q9um11,0.9666666666666667
p32521,0.9896551724137931
p0ce48,0.0
p53378,0.8857142857142857
p40019,0.5228758169934641
p60006,0.9692307692307692
p10923,0.9784172661870504
p12931,1.0
p0a7k2,1.0
p47142,0.85
q9fg31,0.8860759493670886
q96t88,0.5641025641025641
p40855,0.5693069306930693
p32566,0.9337349397590361
o43474,0.9153846153846154
q06696,0.6735751295336787
o43663,1.0
p19594,0.27906976744186046
p9wnr7,0.17391304347826086
q9y4p1,0.975609756097561
q9umx1,0.8170731707317073
p04147,0.8571428571428571
p02549,1.0
q9cxy6,0.43333333333333335
q9buq8,0.6731517509727627
q9jih2,1.0
q9z0p7,0.9876543209876543
p53779,0.6538461538461539
q99523,0.0
p31324,0.5
p08514,0.43137254901960786
p06454,1.0
g3v7p1,0.30434782608695654
p0afg0,0.8888888888888888
q15843,0.6153846153846154
p32867,0.3783783783783784
o43715,0.43478260869565216
q9brg1,0.0
p46014,0.2
p09012,0.8125
p34233,0.9259259259259259
